PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WAR,LEBRON CONTRACT VALUE,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Jae Crowder,2022-23,MIL,Movement Shooter,340,SF,32,-0.22,-0.56,0.34,0.5,"1,518,125.00",-0.36,-0.64,0.28
Jalen McDaniels,2022-23,CHO/PHI,Stationary Shooter,"1,913",SF,25,-0.22,-0.57,0.34,2.7,"8,539,374.00",-1.74,-2.01,0.27
Tim Hardaway Jr.,2022-23,DAL,Stationary Shooter,"2,152",SG,31,-0.23,0.43,-0.65,3,"9,607,232.00",-0.17,0.94,-1.12
Braxton Key,2022-23,DET,Low Minute,9,SF,26,-0.23,-0.14,-0.09,0,"40,563.00",-0.12,-0.13,0.01
Dennis Smith Jr.,2022-23,CHO,Slasher,"1,390",PG,25,-0.23,-1.87,1.64,1.9,"6,188,772.00",-1.15,-1.56,0.41
Chris Silva,2022-23,DAL,Low Minute,3,PF,26,-0.24,0.1,-0.34,0,"13,368.00",-0.18,0.13,-0.3
Xavier Moon,2022-23,LAC,Low Minute,20,SG,28,-0.25,-0.13,-0.11,0,"86,464.00",-0.26,-0.04,-0.22
Jaylen Nowell,2022-23,MIN,Secondary Ball Handler,"1,252",SG,23,-0.27,0.92,-1.19,1.7,"5,476,419.00",-1.31,0.11,-1.42
Jay Scrubb,2022-23,ORL,Low Minute,30,SG,22,-0.29,-0.32,0.03,0,"130,397.00",-0.12,-0.19,0.07
Isaiah Joe,2022-23,OKC,Movement Shooter,"1,395",SG,23,-0.29,0.48,-0.77,1.9,"6,035,516.00",-0.14,0.58,-0.72
Drew Eubanks,2022-23,POR,Roll + Cut Big,"1,584",C,26,-0.29,-1.2,0.9,2.1,"6,846,305.00",-0.28,-1.54,1.27
Frank Jackson,2022-23,UTA,Low Minute,5,PG,24,-0.29,-0.03,-0.26,0,"21,824.00",-0.26,-0.05,-0.21
Michael Carter-Williams,2022-23,ORL,Low Minute,44,PG,31,-0.3,-0.21,-0.09,0.1,"191,725.00",-0.06,-0.11,0.05
Kyle Kuzma,2022-23,WAS,Secondary Ball Handler,"2,239",PF,27,-0.32,-0.47,0.15,3,"9,551,227.00",-0.35,0.35,-0.7
Omer Yurtseven,2022-23,MIA,Low Minute,83,C,24,-0.33,-0.48,0.15,0.1,"354,163.00",-0.51,-0.74,0.23
Deonte Burton,2022-23,SAC,Low Minute,6,SG,29,-0.33,-0.19,-0.14,0,"27,555.00",-0.34,-0.2,-0.13
Derrick Jones Jr.,2022-23,CHI,Stretch Big,893,SF,26,-0.34,-0.5,0.17,1.2,"3,787,692.00",-0.78,-1.26,0.49
Cole Swider,2022-23,LAL,Low Minute,41,SF,23,-0.34,-0.24,-0.09,0.1,"174,170.00",-0.53,-0.37,-0.16
Trevelin Queen,2022-23,IND,Low Minute,70,SG,26,-0.35,-0.24,-0.11,0.1,"294,929.00",-0.75,-0.38,-0.37
Alex Len,2022-23,SAC,Roll + Cut Big,161,C,29,-0.35,-1.31,0.96,0.2,"678,543.00",-0.71,-1.29,0.57
Jordan Schakel,2022-23,WAS,Low Minute,6,SF,24,-0.35,-0.12,-0.23,0,"26,213.00",-0.39,-0.16,-0.23
Blake Griffin,2022-23,BOS,Stretch Big,569,C,34,-0.38,-1.1,0.72,0.7,"2,356,752.00",-0.45,-0.82,0.37
Carlik Jones,2022-23,CHI,Low Minute,56,PG,25,-0.39,-0.14,-0.25,0.1,"231,293.00",-0.67,-0.3,-0.37
Sterling Brown,2022-23,LAL,Low Minute,24,SG,28,-0.39,-0.32,-0.07,0,"100,506.00",-0.47,-0.33,-0.14
Jason Preston,2022-23,LAC,Secondary Ball Handler,124,PG,23,-0.39,-0.1,-0.29,0.2,"509,839.00",-0.43,-0.21,-0.22
Cameron Payne,2022-23,PHO,Primary Ball Handler,968,PG,28,-0.41,0.29,-0.7,1.2,"3,962,459.00",-0.57,0.2,-0.77
Jaden McDaniels,2022-23,MIN,Stationary Shooter,"2,416",SF,22,-0.41,-1.63,1.22,3.1,"9,881,959.00",-1.03,-1.46,0.43
Marko Simonovic,2022-23,CHI,Low Minute,20,C,23,-0.41,-0.12,-0.29,0,"80,056.00",-0.58,-0.19,-0.38
Josh Minott,2022-23,MIN,Low Minute,96,SF,20,-0.42,-0.25,-0.16,0.1,"391,955.00",-0.62,-0.45,-0.17
Donovan Williams,2022-23,ATL,Low Minute,4,SG,21,-0.42,-0.15,-0.27,0,"17,288.00",-0.52,-0.25,-0.28
Jalen Suggs,2022-23,ORL,Secondary Ball Handler,"1,246",PG,21,-0.42,-0.87,0.45,1.6,"5,058,587.00",-0.63,-0.78,0.15
John Collins,2022-23,ATL,Versatile Big,"2,130",PF,25,-0.42,-0.74,0.31,2.7,"8,644,167.00",0.04,-0.83,0.86
Bogdan Bogdanovic,2022-23,ATL,Secondary Ball Handler,"1,509",SG,30,-0.43,1.37,-1.8,1.9,"6,115,721.00",-0.79,0.29,-1.08
Greg Brown III,2022-23,POR,Low Minute,93,PF,21,-0.43,-0.81,0.38,0.1,"376,533.00",-0.59,-0.8,0.21
Chima Moneke,2022-23,SAC,Low Minute,8,SF,27,-0.44,-0.22,-0.22,0,"31,901.00",-0.34,-0.21,-0.13
Jordan Hall,2022-23,SAS,Low Minute,83,SF,21,-0.44,-0.64,0.2,0.1,"331,996.00",-0.64,-0.54,-0.1
Devon Dotson,2022-23,WAS,Low Minute,53,PG,23,-0.45,-0.41,-0.04,0.1,"213,226.00",-0.56,-0.37,-0.2
Grayson Allen,2022-23,MIL,Movement Shooter,"1,972",SG,27,-0.45,-1.32,0.87,2.5,"7,890,941.00",0.35,-0.15,0.49
Jerami Grant,2022-23,POR,Shot Creator,"2,246",PF,29,-0.45,-0.18,-0.28,2.8,"8,978,636.00",-0.29,0.6,-0.9
Malcolm Hill,2022-23,CHI,Low Minute,9,SF,27,-0.46,-0.11,-0.36,0,"36,299.00",-0.49,-0.12,-0.37
Scotty Pippen Jr.,2022-23,LAL,Low Minute,32,PG,22,-0.46,-0.37,-0.09,0,"125,455.00",-0.46,-0.29,-0.17
Tony Bradley,2022-23,CHI,Low Minute,33,C,25,-0.47,-0.21,-0.26,0,"132,018.00",-0.53,-0.24,-0.3
Thomas Bryant,2022-23,LAL/DEN,Roll + Cut Big,"1,081",C,25,-0.47,-0.09,-0.38,1.3,"4,279,521.00",0.47,-0.08,0.56
Vernon Carey Jr.,2022-23,WAS,Low Minute,28,C,22,-0.48,-0.41,-0.06,0,"112,598.00",-0.41,-0.29,-0.12
Dalano Banton,2022-23,TOR,Secondary Ball Handler,279,PG,23,-0.48,-0.21,-0.27,0.3,"1,098,754.00",-0.42,-0.33,-0.08
Victor Oladipo,2022-23,MIA,Secondary Ball Handler,"1,106",SG,30,-0.48,-1.02,0.54,1.4,"4,354,591.00",-0.84,-1.12,0.28
Dewayne Dedmon,2022-23,MIA/PHI,Roll + Cut Big,426,C,33,-0.49,-1.24,0.76,0.5,"1,673,848.00",0.14,-0.8,0.94
Jalen Williams,2022-23,OKC,Slasher,"2,276",SG,21,-0.49,-0.9,0.41,2.8,"8,913,424.00",-0.13,-0.51,0.38
Deni Avdija,2022-23,WAS,Stationary Shooter,"2,020",SF,22,-0.51,-1.55,1.04,2.5,"7,847,164.00",-0.78,-1.38,0.6
Donte DiVincenzo,2022-23,GSW,Movement Shooter,"1,894",SG,26,-0.52,-1.05,0.54,2.3,"7,328,229.00",0.33,0.02,0.31
Kobi Simmons,2022-23,CHO,Low Minute,28,PG,25,-0.52,-0.44,-0.09,0,"107,193.00",-0.37,-0.31,-0.06
Kenrich Williams,2022-23,OKC,Stretch Big,"1,206",PF,28,-0.53,-0.14,-0.39,1.5,"4,645,091.00",-0.81,-0.61,-0.21
Frank Kaminsky,2022-23,ATL/HOU,Stretch Big,235,C,30,-0.54,-0.57,0.03,0.3,"898,234.00",-0.48,-0.68,0.2
Saddiq Bey,2022-23,DET/ATL,Movement Shooter,"2,129",SF,24,-0.55,1.11,-1.66,2.5,"8,106,507.00",-0.92,0.19,-1.11
Sandro Mamukelashvili,2022-23,MIL/SAS,Stretch Big,661,C,23,-0.55,0.2,-0.75,0.8,"2,515,369.00",-0.53,-0.01,-0.52
Gabe York,2022-23,IND,Low Minute,56,SG,29,-0.55,-0.12,-0.43,0.1,"212,037.00",-0.76,-0.32,-0.44
Leandro Bolmaro,2022-23,UTA,Low Minute,68,SG,22,-0.56,-0.44,-0.12,0.1,"259,016.00",-0.79,-0.57,-0.22
Micah Potter,2022-23,UTA,Low Minute,52,PF,25,-0.56,-0.38,-0.18,0.1,"198,037.00",-0.43,-0.29,-0.14
De'Anthony Melton,2022-23,PHI,Stationary Shooter,"2,150",PG,24,-0.57,-0.95,0.38,2.5,"8,088,239.00",0.77,-0.21,0.98
Malik Monk,2022-23,SAC,Secondary Ball Handler,"1,719",SG,25,-0.58,0.49,-1.06,2,"6,446,098.00",0.4,1.59,-1.19
James Johnson,2022-23,IND,Secondary Ball Handler,162,PF,36,-0.58,-1.09,0.51,0.2,"608,478.00",-1.14,-1.32,0.18
Gary Trent Jr.,2022-23,TOR,Secondary Ball Handler,"2,118",SG,24,-0.58,-0.44,-0.14,2.5,"7,933,707.00",-0.27,0.29,-0.56
Kessler Edwards,2022-23,BRK/SAC,Athletic Finisher,386,SF,22,-0.58,-0.6,0.02,0.5,"1,443,150.00",-1.44,-1.32,-0.11
Miles McBride,2022-23,NYK,Stationary Shooter,760,PG,22,-0.58,-0.66,0.08,0.9,"2,842,665.00",-1.2,-1.09,-0.12
Paolo Banchero,2022-23,ORL,Shot Creator,"2,430",PF,20,-0.58,-0.29,-0.29,2.8,"9,067,106.00",0.26,0.13,0.13
Keon Ellis,2022-23,SAC,Low Minute,71,SG,23,-0.59,-0.49,-0.1,0.1,"264,077.00",-0.48,-0.4,-0.08
Svi Mykhailiuk,2022-23,NYK/CHO,Movement Shooter,468,SF,25,-0.59,0.08,-0.67,0.5,"1,741,767.00",-0.73,0.18,-0.91
Chance Comanche,2022-23,POR,Low Minute,21,,26,-0.59,-0.3,-0.29,0,"77,190.00",-0.37,-0.23,-0.14
Neemias Queta,2022-23,SAC,Low Minute,29,C,23,-0.6,-0.45,-0.15,0,"106,365.00",-0.42,-0.34,-0.08
Isaiah Jackson,2022-23,IND,Roll + Cut Big,"1,042",C,21,-0.61,-1.44,0.82,1.2,"3,828,154.00",0.1,-1.26,1.37
Saben Lee,2022-23,PHI/PHO,Slasher,374,PG,23,-0.62,-0.65,0.03,0.4,"1,365,698.00",-0.74,-0.39,-0.36
Dereon Seabron,2022-23,NOP,Low Minute,12,SG,22,-0.63,-0.22,-0.41,0,"42,203.00",-0.67,-0.31,-0.36
Trevor Keels,2022-23,NYK,Low Minute,8,SG,19,-0.64,-0.39,-0.25,0,"29,154.00",-0.49,-0.32,-0.17
Caris LeVert,2022-23,CLE,Secondary Ball Handler,"2,237",SG,28,-0.64,-0.74,0.1,2.5,"8,117,404.00",-0.08,-0.44,0.37
Naz Reid,2022-23,MIN,Stretch Big,"1,251",C,23,-0.64,-0.59,-0.05,1.4,"4,524,577.00",0.39,0.12,0.27
Grant Williams,2022-23,BOS,Stationary Shooter,"2,045",PF,24,-0.65,-1.47,0.83,2.3,"7,372,354.00",-0.82,-1.26,0.44
Nick Richards,2022-23,CHO,Roll + Cut Big,"1,218",C,25,-0.65,-0.9,0.25,1.4,"4,376,340.00",-0.63,-1.49,0.86
Patrick Baldwin Jr.,2022-23,GSW,Movement Shooter,226,SF,20,-0.65,-0.52,-0.13,0.3,"811,614.00",-0.35,-0.12,-0.23
Lindell Wigginton,2022-23,MIL,Low Minute,87,PG,25,-0.66,-0.33,-0.33,0.1,"310,582.00",-0.57,-0.31,-0.26
Daniel Theis,2022-23,IND,Roll + Cut Big,109,C,31,-0.66,-0.51,-0.15,0.1,"390,021.00",-0.69,-0.45,-0.24
Bruce Brown,2022-23,DEN,Stationary Shooter,"2,280",SG,26,-0.66,-0.81,0.14,2.5,"8,134,778.00",-0.29,-0.62,0.34
Jaylin Williams,2022-23,OKC,Stretch Big,914,PF,20,-0.67,-1.6,0.94,1,"3,261,472.00",-0.43,-1.34,0.92
Ron Harper Jr.,2022-23,TOR,Low Minute,48,SF,22,-0.67,-0.35,-0.32,0.1,"169,302.00",-1.1,-0.61,-0.49
Joshua Primo,2022-23,SAS,Low Minute,93,SG,20,-0.67,-0.74,0.07,0.1,"331,256.00",-0.63,-0.69,0.06
PJ Dozier,2022-23,SAC,Low Minute,79,SG,26,-0.68,-0.53,-0.14,0.1,"280,723.00",-0.39,-0.36,-0.03
Xavier Cooks,2022-23,WAS,Roll + Cut Big,126,PF,27,-0.69,-0.82,0.13,0.1,"442,235.00",-0.95,-0.97,0.02
Kevin Porter Jr.,2022-23,HOU,Shot Creator,"2,024",PG,22,-0.69,0.02,-0.71,2.2,"7,113,992.00",-0.04,0.73,-0.77
Andre Iguodala,2022-23,GSW,Stretch Big,113,SF,39,-0.69,-0.88,0.19,0.1,"395,721.00",-0.61,-0.78,0.16
Edmond Sumner,2022-23,BRK,Secondary Ball Handler,736,SG,27,-0.69,-0.65,-0.05,0.8,"2,583,871.00",-1.59,-0.84,-0.75
Mac McClung,2022-23,PHI,Low Minute,41,SG,24,-0.69,-0.24,-0.46,0,"144,100.00",-0.84,-0.17,-0.67
Devonte' Graham,2022-23,NOP/SAS,Secondary Ball Handler,"1,338",PG,28,-0.7,-0.18,-0.51,1.5,"4,692,066.00",-0.16,0.41,-0.57
Theo Maledon,2022-23,CHO,Secondary Ball Handler,854,PG,21,-0.7,-0.26,-0.44,0.9,"2,985,289.00",-1.04,-1.23,0.2
Landry Shamet,2022-23,PHO,Movement Shooter,807,SG,26,-0.71,-0.51,-0.19,0.9,"2,809,408.00",-0.91,-0.01,-0.91
Jamaree Bouyea,2022-23,MIA/WAS,Low Minute,71,PG,23,-0.71,-0.67,-0.04,0.1,"245,285.00",-0.49,-0.7,0.21
Jevon Carter,2022-23,MIL,Stationary Shooter,"1,812",PG,27,-0.71,-1.59,0.88,2,"6,281,135.00",-0.4,-0.96,0.56
Dru Smith,2022-23,MIA/BRK,Secondary Ball Handler,158,SG,25,-0.72,-0.55,-0.16,0.2,"548,072.00",-0.63,-0.51,-0.12
Aleksej Pokusevski,2022-23,OKC,Stretch Big,701,PF,21,-0.72,-1.67,0.95,0.8,"2,423,879.00",0.15,-0.87,1.02
Olivier Sarr,2022-23,OKC,Roll + Cut Big,114,C,24,-0.73,-0.58,-0.14,0.1,"391,542.00",-0.97,-0.82,-0.15
Jarrett Culver,2022-23,ATL,Athletic Finisher,137,SG,24,-0.73,-0.78,0.04,0.1,"470,222.00",-0.94,-0.9,-0.04
Sam Merrill,2022-23,CLE,Low Minute,59,SG,26,-0.73,-0.25,-0.48,0.1,"200,915.00",-0.77,-0.26,-0.52
Sam Hauser,2022-23,BOS,Movement Shooter,"1,290",PF,25,-0.73,-0.46,-0.27,1.4,"4,425,523.00",-0.28,-0.15,-0.13
Marcus Morris Sr.,2022-23,LAC,Stationary Shooter,"1,825",PF,33,-0.73,-1.25,0.51,2,"6,255,120.00",-0.52,-0.75,0.23
Keegan Murray,2022-23,SAC,Movement Shooter,"2,382",SF,22,-0.74,-0.6,-0.14,2.5,"8,139,794.00",0.37,0.38,0
JaVale McGee,2022-23,DAL,Roll + Cut Big,355,C,35,-0.74,-1.65,0.9,0.4,"1,207,800.00",-0.43,-1.56,1.12
Markelle Fultz,2022-23,ORL,Slasher,"1,778",PG,24,-0.75,-0.9,0.16,1.9,"6,047,271.00",0.29,-0.19,0.47
P.J. Washington,2022-23,CHO,Stationary Shooter,"2,380",PF,24,-0.76,-1.02,0.27,2.5,"8,052,356.00",-1.39,-1.43,0.03
Jeremiah Robinson-Earl,2022-23,OKC,Stretch Big,814,PF,22,-0.76,-0.63,-0.13,0.9,"2,748,264.00",-1.11,-0.66,-0.45
Kenneth Lofton Jr.,2022-23,MEM,Roll + Cut Big,176,PF,20,-0.76,0.22,-0.98,0.2,"592,998.00",-0.63,0.02,-0.65
Deandre Ayton,2022-23,PHO,Post Scorer,"2,036",C,24,-0.76,-1.29,0.52,2.1,"6,851,250.00",0.74,-0.14,0.88
Isaiah Stewart,2022-23,DET,Stretch Big,"1,414",C,21,-0.77,-1.56,0.8,1.5,"4,750,759.00",-0.91,-0.83,-0.08
Garrison Mathews,2022-23,HOU/ATL,Movement Shooter,686,SG,26,-0.77,-1.05,0.28,0.7,"2,304,782.00",-0.87,-0.65,-0.23
Dylan Windler,2022-23,CLE,Low Minute,10,SF,26,-0.77,-0.22,-0.55,0,"34,859.00",-0.82,-0.27,-0.55
Jamal Cain,2022-23,MIA,Stretch Big,240,SF,24,-0.77,-1.12,0.35,0.3,"804,961.00",-0.77,-1.13,0.36
Buddy Boeheim,2022-23,DET,Low Minute,90,PG,23,-0.78,-0.3,-0.47,0.1,"301,395.00",-0.57,-0.41,-0.16
Montrezl Harrell,2022-23,PHI,Post Scorer,681,C,29,-0.78,-0.61,-0.17,0.7,"2,269,529.00",-1.04,-0.75,-0.29
Marvin Bagley III,2022-23,DET,Post Scorer,990,C,24,-0.8,-0.81,0.01,1,"3,255,243.00",-0.89,-0.48,-0.41
Kendall Brown,2022-23,IND,Low Minute,40,SG,19,-0.82,-0.56,-0.26,0,"131,424.00",-0.93,-0.58,-0.34
Xavier Sneed,2022-23,CHO,Low Minute,48,SF,25,-0.82,-0.71,-0.11,0,"157,239.00",-0.58,-0.53,-0.05
Dennis Schroder,2022-23,LAL,Primary Ball Handler,"1,986",PG,29,-0.83,-0.26,-0.57,2,"6,411,981.00",-0.91,-0.51,-0.4
Isaiah Mobley,2022-23,CLE,Low Minute,84,PF,23,-0.84,-0.59,-0.25,0.1,"270,809.00",-0.92,-0.63,-0.3
Oshae Brissett,2022-23,IND,Athletic Finisher,"1,083",SF,24,-0.84,-0.29,-0.55,1.1,"3,470,443.00",-1.68,-1.01,-0.67
Udonis Haslem,2022-23,MIA,Low Minute,72,C,42,-0.84,-0.85,0.01,0.1,"231,130.00",-0.57,-0.68,0.11
Isaiah Todd,2022-23,WAS,Low Minute,61,PF,21,-0.84,-0.63,-0.22,0.1,"196,688.00",-0.66,-0.45,-0.21
Tyrese Martin,2022-23,ATL,Low Minute,66,SG,24,-0.85,-0.39,-0.46,0.1,"208,540.00",-0.91,-0.54,-0.37
Ricky Rubio,2022-23,CLE,Secondary Ball Handler,566,PG,32,-0.86,-0.87,0.01,0.6,"1,797,096.00",-0.21,-0.28,0.07
Duncan Robinson,2022-23,MIA,Movement Shooter,690,SF,28,-0.86,-0.12,-0.75,0.7,"2,182,872.00",-1.62,-0.85,-0.77
Royce O'Neale,2022-23,BRK,Stationary Shooter,"2,409",SF,29,-0.87,-1.3,0.44,2.4,"7,612,201.00",-1.08,-1.33,0.25
Terance Mann,2022-23,LAC,Stationary Shooter,"1,872",SG,26,-0.88,-0.06,-0.81,1.8,"5,871,039.00",-1.12,-0.76,-0.36
Justin Champagnie,2022-23,TOR/BOS,Low Minute,34,SF,21,-0.88,-0.23,-0.65,0,"107,247.00",-0.85,-0.33,-0.51
Kira Lewis Jr.,2022-23,NOP,Secondary Ball Handler,235,PG,22,-0.88,-0.37,-0.51,0.2,"733,727.00",-1,-0.77,-0.23
Nickeil Alexander-Walker,2022-23,UTA/MIN,Secondary Ball Handler,884,SG,24,-0.89,-0.84,-0.05,0.9,"2,754,312.00",-1.12,-0.84,-0.27
Justin Minaya,2022-23,POR,Low Minute,89,SF,24,-0.89,-0.74,-0.15,0.1,"275,771.00",-0.68,-0.76,0.08
Quenton Jackson,2022-23,WAS,Slasher,135,PG,24,-0.89,-0.66,-0.23,0.1,"417,374.00",-0.81,-0.5,-0.32
Anthony Gill,2022-23,WAS,Athletic Finisher,625,PF,30,-0.9,-0.75,-0.15,0.6,"1,930,642.00",-2.12,-1.8,-0.32
Aaron Holiday,2022-23,ATL,Secondary Ball Handler,845,PG,26,-0.91,-1.32,0.42,0.8,"2,598,518.00",-2.31,-2.02,-0.29
Ish Wainright,2022-23,PHO,Stationary Shooter,915,SF,28,-0.91,-1.01,0.1,0.9,"2,805,573.00",-1.24,-1.7,0.46
Michael Foster Jr.,2022-23,PHI,Low Minute,1,PF,20,-0.94,-0.3,-0.64,0,"3,108.00",-0.91,-0.28,-0.63
Jacob Gilyard,2022-23,MEM,Low Minute,41,PG,24,-0.94,-0.49,-0.46,0,"122,496.00",-0.93,-0.55,-0.39
Gorgui Dieng,2022-23,SAS,Stretch Big,358,C,33,-0.94,-1.24,0.3,0.3,"1,075,068.00",-0.62,-1.03,0.41
Naji Marshall,2022-23,NOP,Stationary Shooter,"1,792",SF,25,-0.96,-0.34,-0.62,1.7,"5,329,601.00",-1.07,-0.98,-0.09
RaiQuan Gray,2022-23,BRK,Low Minute,35,PF,23,-0.97,-0.28,-0.68,0,"103,760.00",-0.93,-0.25,-0.68
Jaden Springer,2022-23,PHI,Low Minute,89,SG,20,-0.97,-0.51,-0.46,0.1,"263,559.00",-1.08,-0.6,-0.47
Nikola Jovic,2022-23,MIA,Stretch Big,204,PF,19,-0.97,-0.84,-0.13,0.2,"602,670.00",-0.81,-0.91,0.1
Jack White,2022-23,DEN,Low Minute,66,SF,25,-0.97,-0.61,-0.36,0.1,"194,368.00",-1.01,-0.6,-0.4
Alondes Williams,2022-23,BRK,Low Minute,5,SG,23,-0.98,-0.25,-0.73,0,"15,422.00",-0.94,-0.24,-0.7
Bones Hyland,2022-23,DEN/LAC,Secondary Ball Handler,"1,086",PG,22,-0.99,0.86,-1.85,1,"3,151,433.00",0.09,1.27,-1.18
Udoka Azubuike,2022-23,UTA,Roll + Cut Big,359,C,23,-0.99,-2.21,1.21,0.3,"1,039,579.00",-0.9,-2.11,1.21
Anfernee Simons,2022-23,POR,Primary Ball Handler,"2,171",SG,23,-1.01,0.4,-1.4,2,"6,243,339.00",-0.79,1.26,-2.05
Bol Bol,2022-23,ORL,Athletic Finisher,"1,505",PF,23,-1.01,-2.17,1.16,1.4,"4,314,264.00",-0.5,-1.98,1.48
Louis King,2022-23,PHI,Low Minute,29,SF,24,-1.02,-0.32,-0.7,0,"82,241.00",-1,-0.33,-0.67
Caleb Martin,2022-23,MIA,Movement Shooter,"2,078",PF,27,-1.02,-1.56,0.54,1.9,"5,927,503.00",-0.92,-1.67,0.75
A.J. Lawson,2022-23,MIN/DAL,Athletic Finisher,108,SG,22,-1.03,-0.24,-0.79,0.1,"306,244.00",-0.65,-0.17,-0.48
Nerlens Noel,2022-23,DET/BRK,Roll + Cut Big,195,C,29,-1.03,-1.76,0.73,0.2,"548,996.00",-0.58,-1.27,0.7
Ty Jerome,2022-23,GSW,Secondary Ball Handler,816,SG,25,-1.03,-0.4,-0.63,0.7,"2,299,189.00",-0.7,-0.44,-0.26
Zach Collins,2022-23,SAS,Post Scorer,"1,441",C,25,-1.03,-1.12,0.08,1.3,"4,057,463.00",-1.67,-1.24,-0.42
Ryan Arcidiacono,2022-23,NYK/POR,Secondary Ball Handler,172,PG,29,-1.04,-1.36,0.32,0.2,"482,654.00",-1.04,-0.91,-0.13
Jalen Green,2022-23,HOU,Primary Ball Handler,"2,602",SG,21,-1.05,0.76,-1.8,2.3,"7,261,644.00",-1.43,0.52,-1.95
Keita Bates-Diop,2022-23,SAS,Stretch Big,"1,452",SF,27,-1.05,-0.81,-0.24,1.3,"4,050,091.00",-1.77,-0.92,-0.85
Keldon Johnson,2022-23,SAS,Secondary Ball Handler,"2,063",SF,23,-1.05,0.46,-1.51,1.8,"5,748,126.00",-1.82,0.24,-2.06
Dario Saric,2022-23,PHO/OKC,Stretch Big,806,PF,29,-1.05,-0.84,-0.21,0.7,"2,244,840.00",-0.89,-0.68,-0.21
Jeremy Sochan,2022-23,SAS,Athletic Finisher,"1,458",PF,19,-1.05,-1.15,0.1,1.3,"4,057,890.00",-2.45,-1.73,-0.71
Rudy Gay,2022-23,UTA,Stationary Shooter,816,PF,36,-1.05,-1.41,0.36,0.7,"2,266,659.00",-1.3,-1.15,-0.15
Jeenathan Williams,2022-23,POR,Athletic Finisher,127,SG,24,-1.06,-0.49,-0.56,0.1,"350,795.00",-0.9,-0.67,-0.24
Precious Achiuwa,2022-23,TOR,Athletic Finisher,"1,140",C,23,-1.06,-0.65,-0.41,1,"3,156,483.00",-0.9,-0.98,0.09
Mfiondu Kabengele,2022-23,BOS,Low Minute,36,PF,25,-1.07,-0.51,-0.56,0,"99,988.00",-0.93,-0.43,-0.51
Day'Ron Sharpe,2022-23,BRK,Roll + Cut Big,553,C,21,-1.08,-0.71,-0.37,0.5,"1,500,577.00",-0.99,-1.1,0.1
George Hill,2022-23,MIL/IND,Secondary Ball Handler,833,PG,36,-1.09,-1.16,0.07,0.7,"2,246,632.00",-1.39,-1.25,-0.14
Trey Murphy III,2022-23,NOP,Stationary Shooter,"2,448",SF,22,-1.1,-0.85,-0.25,2.1,"6,561,467.00",0.61,0.18,0.43
Ochai Agbaji,2022-23,UTA,Movement Shooter,"1,209",SG,22,-1.11,0.37,-1.48,1,"3,225,202.00",-2.32,-0.94,-1.38
Ryan Rollins,2022-23,GSW,Low Minute,62,PG,20,-1.11,-0.81,-0.3,0.1,"165,442.00",-0.64,-0.48,-0.15
Joe Wieskamp,2022-23,TOR,Low Minute,50,SF,23,-1.12,-0.89,-0.23,0,"130,798.00",-1.24,-0.75,-0.49
Jordan Clarkson,2022-23,UTA,Secondary Ball Handler,"1,988",SG,30,-1.13,1.08,-2.21,1.6,"5,232,259.00",-0.68,1.24,-1.92
Darius Bazley,2022-23,OKC/PHO,Athletic Finisher,616,PF,22,-1.13,-2,0.87,0.5,"1,617,285.00",-0.39,-1.4,1.01
JD Davison,2022-23,BOS,Low Minute,66,PG,20,-1.13,-0.54,-0.59,0.1,"171,841.00",-0.86,-0.44,-0.42
Joe Ingles,2022-23,MIL,Secondary Ball Handler,"1,044",SF,35,-1.15,-0.75,-0.39,0.8,"2,705,584.00",-1.05,-1.14,0.1
Terry Taylor,2022-23,IND/CHI,Athletic Finisher,263,PF,23,-1.16,-0.73,-0.43,0.2,"674,880.00",-2.18,-1.4,-0.78
Josh Giddey,2022-23,OKC,Slasher,"2,367",SG,20,-1.17,-0.55,-0.62,1.9,"6,032,901.00",0.23,0.36,-0.14
Eric Gordon,2022-23,HOU/LAC,Secondary Ball Handler,"1,965",SG,34,-1.17,-0.57,-0.6,1.6,"4,996,960.00",-1.41,-0.64,-0.77
Kenyon Martin Jr.,2022-23,HOU,Stretch Big,"2,292",SF,22,-1.17,0.36,-1.53,1.8,"5,819,966.00",-1.86,-0.78,-1.08
Patrick Beverley,2022-23,LAL/CHI,Stationary Shooter,"1,817",PG,34,-1.17,-2.19,1.02,1.4,"4,607,366.00",-0.34,-1.58,1.24
Moussa Diabate,2022-23,LAC,Roll + Cut Big,195,PF,21,-1.19,-1.11,-0.08,0.2,"490,777.00",-1.32,-1.11,-0.21
AJ Griffin,2022-23,ATL,Off Screen Shooter,"1,401",SF,19,-1.2,-0.23,-0.97,1.1,"3,464,863.00",-1.79,-0.6,-1.19
Jared Butler,2022-23,OKC,Low Minute,77,SG,22,-1.21,-0.49,-0.72,0.1,"188,050.00",-0.89,-0.43,-0.46
Luke Kornet,2022-23,BOS,Roll + Cut Big,804,C,27,-1.22,-1.3,0.08,0.6,"1,968,001.00",-0.5,-1.22,0.72
Eugene Omoruyi,2022-23,OKC/DET,Stretch Big,645,SF,26,-1.22,-0.34,-0.88,0.5,"1,575,555.00",-1.35,-0.72,-0.63
