Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
304,Naji Marshall,SF,26,NOP,49,925,12.3,0.565,0.406,0.297,5.3,15.2,10.3,13.9,1.8,1.1,15,16.4,,0.6,1.2,1.8,0.093,,-1.6,0.3,-1.3,0.2,marshna01
305,Caleb Martin,SF,28,MIA,43,1159,11.6,0.554,0.376,0.189,5.1,14.4,9.7,11.5,1.3,1.4,11.5,17.3,,0.4,1.4,1.8,0.075,,-1.8,0.1,-1.7,0.1,martica02
306,Cody Martin,SF,28,CHO,28,753,9.1,0.46,0.4,0.153,2.7,13.9,8.1,18.9,2.1,2.2,16.1,15.9,,-0.7,0.5,-0.2,-0.011,,-4.2,0.6,-3.6,-0.3,martico01
307,KJ Martin,SF,23,TOT,43,488,9.4,0.57,0.169,0.246,4,13.5,8.7,8.5,1.7,1.1,13.8,13.3,,0.1,0.5,0.6,0.058,,-4.2,0,-4.2,-0.3,martike04
307,KJ Martin,SF,23,LAC,2,31,6.9,0.46,0.5,0.2,3.8,7.1,5.5,4.2,3.2,2.9,15.5,18.1,,-0.1,0,0,-0.029,,-7,0.6,-6.3,0,martike04
307,KJ Martin,SF,23,PHI,41,457,9.6,0.58,0.139,0.25,4.1,14,9,8.8,1.6,1,13.7,13,,0.2,0.4,0.6,0.064,,-4,0,-4,-0.2,martike04
308,Garrison Mathews,SG,27,ATL,44,561,6.5,0.63,0.912,0.132,1.8,9.4,5.5,4.4,0.9,0.6,11.1,9.9,,0.4,0.1,0.5,0.041,,-3.4,-0.9,-4.3,-0.3,mathega01
309,Bennedict Mathurin,SF,21,IND,58,1513,13,0.562,0.32,0.342,4.5,13.3,8.8,10,1.1,0.7,11.4,23.2,,0.7,0.5,1.3,0.04,,-1.2,-2.3,-3.5,-0.6,mathube01
310,Wesley Matthews,SG,37,ATL,22,246,6.3,0.475,0.771,0.417,1.7,13.2,7.2,6.3,1.9,2.1,9.6,10.5,,0,0.1,0.1,0.024,,-4.6,0.3,-4.3,-0.1,matthwe02
311,Tyrese Maxey,PG,23,PHI,55,2056,19.9,0.575,0.402,0.279,1.6,9.5,5.5,26.5,1.3,1.2,7,27.8,,4.7,1.5,6.2,0.146,,4.2,-1.2,3,2.6,maxeyty01
312,Skylar Mays,PG-SG,26,TOT,31,419,11.9,0.468,0.346,0.109,2.6,9.1,5.7,29.6,2,0.9,10.4,18.6,,0.1,0.3,0.4,0.044,,-2,-0.4,-2.4,0,mayssk01
312,Skylar Mays,PG,26,POR,21,356,11.9,0.457,0.355,0.123,2.7,9.5,5.9,31.9,1.9,0.8,11,19.5,,0,0.3,0.3,0.035,,-1.9,-0.5,-2.5,0,mayssk01
312,Skylar Mays,SG,26,LAL,10,63,11.9,0.556,0.278,0,1.8,6.8,4.4,16.7,2.3,1.4,5.3,13,,0.1,0.1,0.1,0.093,,-2.5,0.6,-1.8,0,mayssk01
313,Miles McBride,PG,23,NYK,48,676,13.1,0.571,0.557,0.106,2.1,6.1,4.1,12.4,2.1,0.6,6,18,,1,0.7,1.7,0.119,,-0.9,0.5,-0.4,0.3,mcbrimi01
314,CJ McCollum,PG,32,NOP,45,1421,17.9,0.592,0.534,0.152,2,13,7.6,20.9,1.6,2.3,8.8,23.7,,2.4,1.8,4.2,0.141,,3.1,0.3,3.3,1.9,mccolcj01
315,T.J. McConnell,PG,31,IND,51,900,19.9,0.578,0.057,0.128,3.6,13.8,8.7,41.7,2.8,0.4,16.2,21.5,,1.8,0.7,2.5,0.134,,2.1,0.1,2.2,1,mccontj01
316,Jaden McDaniels,SF,23,MIN,51,1486,9.4,0.593,0.406,0.104,3,7.3,5.3,6.6,1.5,1.8,12.8,15.3,,0.3,2.3,2.6,0.085,,-3.1,1,-2.1,0,mcdanja02
317,Jalen McDaniels,SF,26,TOR,35,300,4,0.41,0.505,0.187,3.2,12.3,7.7,7.3,1.8,0.9,13.5,19,,-0.7,0.2,-0.5,-0.08,,-7.6,-1.6,-9.2,-0.5,mcdanja01
318,Doug McDermott,SF,32,TOT,52,766,8.8,0.596,0.808,0.079,1.3,6,3.6,10.7,0.7,0.2,9.2,14.9,,0.4,0.1,0.5,0.032,,-1.5,-2.2,-3.7,-0.3,mcderdo01
318,Doug McDermott,SF,32,SAS,46,700,9.5,0.62,0.805,0.079,1.2,6.3,3.7,11,0.7,0.2,9.7,14.8,,0.5,0.1,0.6,0.043,,-1.1,-2,-3.1,-0.2,mcderdo01
318,Doug McDermott,SF,32,IND,6,66,2,0.382,0.833,0.083,1.7,3.5,2.6,7,0,0,3.9,16.3,,-0.1,0,-0.1,-0.088,,-5.9,-4.4,-10.2,-0.1,mcderdo01
319,JaVale McGee,C,36,SAC,39,310,18.7,0.634,0.034,0.371,13.2,28.1,20.4,6.7,1.4,5.5,18.7,22.8,,0.2,0.5,0.6,0.097,,-1.9,0.3,-1.6,0,mcgeeja01
320,Bryce McGowens,SG,21,CHO,48,761,9.5,0.58,0.453,0.349,2.3,11.3,6.6,8.2,1.2,0.8,10.1,14.1,,0.4,0.2,0.7,0.044,,-3.6,-0.9,-4.5,-0.5,mcgowbr01
321,Jordan McLaughlin,PG,27,MIN,37,329,14.7,0.548,0.576,0.094,3.7,9.1,6.6,25.8,3.7,1.6,12.8,13.6,,0.4,0.7,1.2,0.168,,0.6,4.2,4.8,0.6,mclaujo01
322,De'Anthony Melton,SG,25,PHI,36,1002,13.3,0.54,0.595,0.227,2.9,12.3,7.6,14.8,2.7,1.4,9.2,18,,0.8,1.2,2,0.094,,-0.5,1,0.5,0.6,meltode01
323,Nathan Mensah,C,25,CHO,25,307,5,0.496,0,0.429,10.1,13.6,11.8,3.7,1,4.2,29.6,6.7,,0,0.2,0.1,0.022,,-8.7,-0.1,-8.8,-0.5,mensana01
324,Sam Merrill,SG,27,CLE,42,662,15.4,0.641,0.876,0.046,2.9,10.2,6.6,13.7,1,0.1,4.3,18.2,,1.6,0.7,2.3,0.165,,2.9,-0.3,2.6,0.8,merrisa01
325,Chimezie Metu,C,26,PHO,37,447,13.8,0.621,0.392,0.331,6.4,20.5,13.9,5.8,2.1,1.8,15.3,16.9,,0.4,0.6,1,0.104,,-1.7,0.2,-1.5,0.1,metuch01
326,Vasilije Micić,PG,30,TOT,40,590,9.1,0.49,0.423,0.194,0.9,6.3,3.7,30.1,1.2,0.5,20.2,17.5,,-0.2,0.3,0.1,0.007,,-3.4,-1.8,-5.2,-0.5,micicva01
326,Vasilije Micić,PG,30,OKC,30,361,8,0.498,0.495,0.209,0.3,6.8,3.7,25.5,1.2,0.8,22.6,15.4,,-0.2,0.3,0.1,0.02,,-3.9,-1.5,-5.4,-0.3,micicva01
326,Vasilije Micić,PG,30,CHO,10,229,10.8,0.48,0.345,0.179,1.9,5.6,3.7,37.3,1.3,0,17.3,20.9,,-0.1,0,-0.1,-0.013,,-2.7,-2.3,-5,-0.2,micicva01
327,Khris Middleton,SF,32,MIL,43,1129,16.9,0.59,0.388,0.191,2.6,14.8,8.9,27.6,1.6,1,14.2,23.8,,1.5,1.1,2.6,0.111,,1,-0.2,0.8,0.8,middlkh01
328,Brandon Miller,SF,21,CHO,54,1725,12.5,0.548,0.432,0.151,2.9,11.9,7.2,11.5,1.4,1.5,10.4,23.3,,-0.3,0.7,0.5,0.013,,-1.4,-1.5,-2.9,-0.4,millebr02
329,Jordan Miller,SF,24,LAC,5,21,17,0.799,0.167,0.333,11.2,10.4,10.8,0,0,0,12.7,16.4,,0.1,0,0.1,0.173,,1.9,-2.9,-1,0,millejo02
330,Leonard Miller,SF,20,MIN,7,26,24,0.682,0.273,0,4.7,36.9,21.9,19.8,1.9,3.4,8.3,20.4,,0.1,0.1,0.1,0.253,,3,4.8,7.8,0.1,millele01
331,Dariq Whitehead,SF,19,BRK,2,24,4.8,0.255,0.6,0.4,0,18.7,9,15.3,0,3.8,0,10.5,,0,0,0,-0.03,,-5.4,-2.4,-7.8,0,whiteda01
332,Patty Mills,PG,35,ATL,19,202,6.5,0.5,0.667,0,2.6,8.3,5.3,8.6,2.1,0.4,13.6,12,,-0.1,0.1,0,0.006,,-4.3,0.3,-4.1,-0.1,millspa02
333,Shake Milton,SG,27,TOT,42,554,9,0.496,0.333,0.253,2.9,10.7,7.1,14.1,1.6,0.9,13,18.8,,-0.3,0.8,0.5,0.044,,-4.3,0.6,-3.7,-0.2,miltosh01
333,Shake Milton,SG,27,MIN,38,491,8.3,0.496,0.331,0.275,1.7,9.6,5.9,14.1,1.6,0.9,13.5,18.6,,-0.3,0.8,0.5,0.044,,-4.9,0.7,-4.2,-0.3,miltosh01
333,Shake Milton,SG,27,DET,4,63,14.5,0.494,0.346,0.115,12.2,20,16,13.7,1.5,1.3,9.9,20.4,,0,0,0.1,0.043,,0.3,0.1,0.4,0,miltosh01
334,Justin Minaya,SF,24,POR,19,151,4.6,0.326,0.64,0.24,7,8,7.5,6.9,1.6,3,15.3,9.2,,-0.2,0.1,-0.1,-0.019,,-5.4,-0.6,-6,-0.2,minayju01
335,Josh Minott,SF,21,MIN,21,62,18.6,0.608,0.286,0.667,5.9,15.5,11,7,2.4,4.3,6.9,20.7,,0.1,0.1,0.3,0.211,,-0.4,2.5,2.1,0.1,minotjo01
336,Davion Mitchell,PG,25,SAC,49,658,7.8,0.529,0.497,0.151,1.2,7.6,4.3,16.3,0.8,0.4,12.4,14.1,,0.2,0.3,0.5,0.036,,-3.6,-1.1,-4.7,-0.5,mitchda01
337,Donovan Mitchell,SG,27,CLE,47,1679,23,0.604,0.445,0.3,2.8,13.7,8.4,28.5,2.5,1.3,11.2,31.8,,3.6,2.8,6.4,0.183,,5.2,1.5,6.6,3.7,mitchdo01
338,Evan Mobley,PF,22,CLE,37,1160,19.9,0.621,0.081,0.298,8.9,27.2,18.2,14.5,1.4,4.5,13,20.5,,1.9,2.4,4.3,0.177,,0.5,2.3,2.8,1.4,mobleev01
339,Isaiah Mobley,PF,24,CLE,3,14,16,0.625,0.5,0,0,15.5,7.9,38.9,3.5,0,20,15.6,,0,0,0.1,0.186,,0.8,4.5,5.2,0,mobleis01
340,Malik Monk,SG,25,SAC,58,1503,16.3,0.577,0.489,0.231,1.5,11,6.1,29,1.2,2.1,13.7,25.5,,1.7,1.1,2.8,0.089,,2.1,-1,1.1,1.1,monkma01
341,Moses Moody,SG,21,GSW,46,805,14,0.581,0.481,0.212,6.3,12.2,9.3,6.2,1.9,2,9,18.5,,0.8,0.8,1.6,0.096,,0,0.2,0.2,0.5,moodymo01
342,Xavier Moon,SG,29,LAC,2,12,6.9,0.5,0.5,0,0,18.2,9.4,30.9,0,0,33.3,10.9,,0,0,0,0.024,,-3.5,1.1,-2.4,0,moonxa01
343,Taze Moore,SG,25,POR,3,10,14.3,0.6,0.4,0,0,0,0,19.6,4.9,0,16.7,25.5,,0,0,0,0.024,,-4.7,1.7,-3,0,mooreta02
344,Wendell Moore Jr.,SG,22,MIN,14,44,8.6,0.5,0.4,0,0,14.5,7.7,6.2,5.6,2,23.1,13,,-0.1,0.1,0,0.048,,-7.2,5.9,-1.3,0,moorewe01
345,Ja Morant,PG,24,MEM,9,318,20.5,0.57,0.3,0.376,2,15.8,8.7,42.2,1.1,1.5,12,30.6,,0.5,0.3,0.8,0.121,,2.7,0.4,3,0.4,moranja01
346,Marcus Morris,PF,34,PHI,37,637,10.4,0.559,0.439,0.176,3.1,16,9.5,5.6,1,1.6,7.9,16.1,,0.3,0.6,0.9,0.067,,-2.2,-1.2,-3.5,-0.2,morrima03
347,Markieff Morris,PF,34,DAL,18,160,5.7,0.443,0.612,0.082,2.7,17.9,10.3,8.6,1.5,0.5,15.1,15.9,,-0.2,0.1,-0.1,-0.034,,-4.7,-1.4,-6.1,-0.2,morrima02
348,Monte Morris,PG,28,TOT,15,215,11.7,0.461,0.42,0.099,2.2,11.8,7.1,20.2,1.6,1.2,3.4,17.7,,0.1,0.3,0.3,0.078,,-1.8,0.7,-1.1,0,morrimo01
348,Monte Morris,PG,28,DET,6,68,8.4,0.398,0.333,0.061,3.2,16.9,9.9,17,0.7,1.2,5.6,22.3,,-0.1,0,-0.1,-0.067,,-4.6,-2.3,-6.9,-0.1,morrimo01
348,Monte Morris,PG,28,MIN,9,147,13.3,0.504,0.479,0.125,1.7,9.4,5.8,21.7,2,1.2,1.9,15.5,,0.2,0.2,0.4,0.145,,-0.5,2.1,1.6,0.1,morrimo01
349,Trey Murphy III,SF,23,NOP,36,971,15.1,0.586,0.72,0.22,2.5,14.3,8.5,9.3,1.6,1.9,3.8,18.6,,1.6,1.2,2.8,0.137,,1.7,0,1.7,0.9,murphtr02
350,Dejounte Murray,SG,27,ATL,57,1993,17.2,0.559,0.35,0.193,2.2,14.5,8.1,24.4,1.7,0.8,10.7,25.4,,2.4,1,3.3,0.08,,1.7,-0.8,0.9,1.5,murrade01
351,Jamal Murray,PG,26,DEN,45,1410,19.9,0.583,0.351,0.184,2.3,11.3,6.9,30.9,1.3,1.8,10.6,27.4,,2.7,1.5,4.1,0.141,,4.2,-0.6,3.6,2,murraja01
352,Keegan Murray,SF,23,SAC,55,1809,13.3,0.578,0.498,0.131,4.2,14.2,9.1,6.6,1.6,1.8,6.5,18.2,,1.7,1.6,3.3,0.088,,-0.6,-0.7,-1.3,0.3,murrake02
353,Kris Murray,SF,23,POR,39,607,8.4,0.463,0.497,0.153,5.8,12.1,8.8,8.1,2.7,1,13,13.5,,-0.4,0.6,0.2,0.019,,-4.2,0.6,-3.6,-0.2,murrakr01
354,Mike Muscala,C,32,TOT,37,509,8,0.484,0.634,0.179,6.6,15.7,11,7.9,0.7,1.9,11.1,13.4,,-0.1,0.2,0.1,0.009,,-3.5,-1.4,-4.9,-0.4,muscami01
354,Mike Muscala,C,32,WAS,24,338,7.6,0.481,0.567,0.222,6.7,17.2,11.8,8.1,0.7,1.7,13.9,14.2,,-0.2,0.1,-0.1,-0.009,,-4.5,-1.8,-6.3,-0.4,muscami01
354,Mike Muscala,C,32,DET,13,171,8.8,0.492,0.773,0.091,6.4,12.7,9.5,7.5,0.8,2.4,4.2,11.8,,0.1,0.1,0.2,0.045,,-1.6,-0.6,-2.1,0,muscami01
355,Svi Mykhailiuk,SF,26,BOS,26,206,8.4,0.483,0.797,0.081,4.4,8.8,6.7,8.7,1.9,0,9.5,17.8,,-0.1,0.3,0.2,0.041,,-3.5,-0.4,-3.8,-0.1,mykhasv01
356,Larry Nance Jr.,C,31,NOP,43,792,14.8,0.67,0.307,0.255,8.9,21.9,15.5,10.9,2.4,2,18.3,11.3,,1.2,1.3,2.5,0.154,,-0.4,2.2,1.8,0.8,nancela02
357,Pete Nance,PF,23,CLE,2,4,-18.9,0,0,0,0,0,0,0,0,0,0,21.8,,0,0,0,-0.496,,-19.4,-9.1,-28.5,0,nancepe01
358,Andrew Nembhard,PG,24,IND,48,1132,11.5,0.555,0.296,0.1,2.8,6.4,4.6,22.4,1.9,0.3,16.6,17.5,,0.6,0.4,1,0.041,,-1.8,-0.9,-2.7,-0.2,nembhan01
359,Aaron Nesmith,SF,24,IND,53,1429,13.6,0.647,0.529,0.211,3.8,12.4,8.1,6.7,1.8,1.9,9.3,16.3,,2,0.9,2.9,0.097,,0.1,-0.2,-0.1,0.7,nesmiaa01
360,Georges Niang,PF,30,CLE,60,1273,9,0.553,0.622,0.101,1.7,16.6,9.3,7.4,0.5,0.8,9,17.5,,0.1,1.6,1.7,0.063,,-3.1,-0.3,-3.4,-0.4,niangge01
361,Daishen Nix,PG,21,MIN,10,35,13.4,0.53,0.684,0.211,0,3,1.6,9.2,2.8,0,4.6,27.4,,0,0.1,0,0.047,,-1.3,-0.1,-1.5,0,nixda01
362,Zeke Nnaji,PF,23,DEN,46,450,12.1,0.509,0.159,0.421,13.7,11.1,12.4,7.3,1.3,5.9,15.3,17,,0.1,0.6,0.7,0.076,,-4.3,-0.1,-4.5,-0.3,nnajize01
363,Jaylen Nowell,SG,24,MEM,9,156,6.6,0.453,0.418,0.055,2,8,4.9,15.7,0.9,0,8.2,17,,-0.1,0.1,0,-0.008,,-5.9,-1.5,-7.4,-0.2,nowelja01
364,Markquis Nowell,SG,24,TOR,1,4,55.4,0.532,0,2,53.8,0,27.4,56.1,12.1,0,0,20,,0,0,0.1,0.677,,29.1,14.4,43.5,0,nowelma01
365,Frank Ntilikina,PG,25,CHO,5,43,0,0.253,0.889,0.222,2.5,13.5,7.8,11.4,0,0,9.2,11,,-0.1,0,-0.1,-0.097,,-10.1,-3.4,-13.5,-0.1,ntilila01
366,Jusuf Nurkić,C,29,PHO,57,1550,18,0.568,0.172,0.395,12.4,31,22.2,19.4,1.8,3.3,17.4,20,,1.7,2.7,4.4,0.138,,-0.8,1.6,0.9,1.1,nurkiju01
367,Jordan Nwora,SF,25,TOT,32,345,13.1,0.554,0.451,0.225,4.5,16.5,10.4,13,1.7,0.7,11.4,21.5,,0.2,0.2,0.4,0.056,,-1.6,-1.6,-3.2,-0.1,nworajo01
367,Jordan Nwora,SF,25,IND,18,183,12.1,0.541,0.439,0.134,4.9,15.8,10.3,12.7,1.5,0.4,12.1,22.5,,0,0.1,0.1,0.024,,-1.9,-2.3,-4.2,-0.1,nworajo01
367,Jordan Nwora,SF,25,TOR,14,162,14.2,0.57,0.467,0.35,4,17.2,10.5,13.4,1.8,1.1,10.4,20.3,,0.2,0.1,0.3,0.093,,-1.3,-0.9,-2.2,0,nworajo01
368,Royce O'Neale,SF,30,TOT,58,1448,11.1,0.547,0.806,0.077,3.3,17.8,10.5,15.2,1.6,2.2,12.2,14.1,,0.8,1.6,2.4,0.08,,-1,1.3,0.2,0.8,onealro01
368,Royce O'Neale,SF,30,BRK,49,1202,10.2,0.544,0.815,0.068,3.3,17.1,10,15.1,1.3,2.2,13.2,13.8,,0.5,1.2,1.7,0.067,,-1.5,0.9,-0.7,0.4,onealro01
368,Royce O'Neale,SF,30,PHO,9,246,15.1,0.561,0.769,0.115,3.4,21.3,12.8,15.7,3,2.5,7.9,15.6,,0.3,0.4,0.7,0.142,,1.2,3.2,4.5,0.4,onealro01
369,Chuma Okeke,SF,25,ORL,36,391,7.9,0.489,0.733,0.05,5.3,16.5,10.9,6.2,1,1.7,10.4,12.8,,-0.1,0.5,0.4,0.05,,-2.4,-0.1,-2.5,-0.1,okekech01
370,Josh Okogie,SG,25,PHO,54,926,12,0.549,0.457,0.503,9.2,8.9,9,8.5,2.5,2.1,12,12.8,,1,1,2,0.103,,-1.4,0.8,-0.6,0.3,okogijo01
371,Onyeka Okongwu,C,23,ATL,53,1367,16.6,0.675,0.185,0.328,10.8,18.5,14.5,7,0.8,3.8,10.1,13.4,,3.4,0.8,4.2,0.147,,-0.1,-0.6,-0.7,0.4,okongon01
372,Isaac Okoro,SF,23,CLE,51,1339,12.5,0.61,0.43,0.295,4.6,7.9,6.3,10.4,1.6,1.7,9.2,14.1,,1.9,1.7,3.6,0.129,,-1.2,1.2,0,0.7,okorois01
373,Kelly Olynyk,C,32,TOT,59,1205,17.2,0.657,0.321,0.38,6.9,19.5,13.3,27.6,2,1.2,19.9,16.2,,2.7,1.1,3.7,0.148,,0.9,1.6,2.6,1.4,olynyke01
373,Kelly Olynyk,C,32,UTA,50,1019,17.1,0.677,0.326,0.368,6.8,20.3,13.6,29.2,1.7,1,21.3,15.5,,2.4,0.8,3.2,0.151,,1.2,1.5,2.7,1.2,olynyke01
373,Kelly Olynyk,C,32,TOR,9,186,17.4,0.574,0.302,0.429,7.5,15,11.2,19,3.6,2.3,13.8,19.9,,0.3,0.3,0.5,0.132,,-0.8,2.6,1.8,0.2,olynyke01
374,Eugene Omoruyi,SF,26,WAS,28,217,18.9,0.562,0.252,0.32,11.4,17.2,14.3,15.2,4.1,0.4,11.3,25.6,,0.2,0.2,0.4,0.095,,-0.8,0.6,-0.3,0.1,omorueu01
375,Cedi Osman,SF,28,SAS,61,1077,11.1,0.592,0.575,0.153,2.2,13.2,7.6,13.6,1.4,0.7,10.7,15.2,,0.7,0.6,1.3,0.059,,-1.9,-0.6,-2.5,-0.1,osmande01
376,Kelly Oubre Jr.,SF,28,PHI,47,1356,12.9,0.544,0.392,0.253,4.8,12.5,8.6,5.7,2,1.7,7.1,20.3,,0.7,1.4,2.1,0.073,,-1.7,-0.8,-2.5,-0.2,oubreke01
377,Chris Paul,PG,38,GSW,36,975,14.6,0.544,0.498,0.167,1.2,13.7,7.5,33.6,2.3,0.3,12.7,14.5,,1.8,1,2.9,0.141,,0,1.4,1.4,0.8,paulch01
378,Cameron Payne,PG,29,TOT,56,875,12.6,0.586,0.569,0.181,1.1,7.8,4.6,21.3,1.4,0.5,11,17.7,,1.2,0.6,1.8,0.1,,-0.6,-0.7,-1.4,0.1,payneca01
378,Cameron Payne,PG,29,MIL,47,702,12.5,0.603,0.59,0.198,0.8,8.6,4.8,20.3,1.5,0.4,11.4,16.6,,1.1,0.5,1.6,0.109,,-1,-0.4,-1.4,0.1,payneca01
378,Cameron Payne,PG,29,PHI,9,173,13.1,0.534,0.506,0.13,2.5,4.5,3.5,25.1,0.8,1,10,22.3,,0.2,0.1,0.2,0.067,,0.8,-2,-1.2,0,payneca01
379,Gary Payton II,SG,31,GSW,26,408,14.5,0.585,0.32,0.115,8.7,11.8,10.3,8.6,3.3,2,11.1,14.8,,0.4,0.6,1,0.119,,-1.2,2.4,1.2,0.3,paytoga02
380,Drew Peterson,PF,24,BOS,1,3,43.7,1.5,1,0,0,0,0,58.4,0,0,0,14.4,,0,0,0,0.751,,28.5,13.4,41.9,0,peterdr01
381,Filip Petrušev,C,23,TOT,3,10,5,0.521,0,1,0,11.2,5.5,0,0,0,0,12.3,,0,0,0,0.021,,-4.8,-3.4,-8.1,0,petrufi01
381,Filip Petrušev,C,23,PHI,1,3,4,,,,0,37.3,18.4,0,0,0,,0,,0,0,0,0.055,,-2.9,-2.1,-5,0,petrufi01
381,Filip Petrušev,C,23,SAC,2,7,5.5,0.521,0,1,0,0,0,0,0,0,0,17.5,,0,0,0,0.007,,-5.5,-3.9,-9.5,0,petrufi01
382,Julian Phillips,SF,20,CHI,34,244,6,0.491,0.466,0.241,4,8.4,6.2,7.1,0.6,2.6,9.8,12.8,,0,0.2,0.1,0.023,,-5.4,-0.6,-6,-0.2,phillju01
383,Jalen Pickett,SG,24,DEN,20,107,7.4,0.535,0.733,0.133,1.1,10.2,5.7,16.3,1.4,0,18.1,15.7,,0,0.1,0.1,0.03,,-3.9,-1,-4.8,-0.1,pickeja02
384,Scotty Pippen Jr.,PG,23,MEM,8,181,16.2,0.615,0.39,0.356,4.7,12,8.2,31,2.2,2,18,19.8,,0.3,0.2,0.5,0.129,,0.8,1.8,2.6,0.2,pippesc02
385,Mason Plumlee,C,33,LAC,27,457,16.7,0.676,0,0.737,9.7,27.5,18.9,9.5,1.1,1.8,13.7,13.9,,1,0.6,1.7,0.176,,-0.1,0.4,0.3,0.3,plumlma01
386,Brandin Podziemski,SG,20,GSW,52,1392,12.9,0.534,0.395,0.14,6.2,16.9,11.6,19.3,1.5,0.6,12.3,16.1,,1.3,1.3,2.7,0.092,,-0.7,0.3,-0.4,0.6,podzibr01
387,Jakob Poeltl,C,28,TOR,50,1319,18.8,0.653,0,0.283,11.9,24,17.8,13.7,1.3,5,15.3,16.2,,2.4,1.6,4,0.146,,-0.4,1.2,0.8,0.9,poeltja01
388,Aleksej Pokusevski,PF,22,OKC,10,60,2.5,0.338,0.688,0.25,3.9,14.2,9.3,9.7,0.8,1.5,14.5,15,,-0.1,0.1,-0.1,-0.064,,-7.7,-2.3,-10,-0.1,pokusal01
389,Jordan Poole,SG,24,WAS,58,1699,10.6,0.513,0.458,0.202,1.3,8.1,4.6,18.2,1.8,0.9,12.3,25.8,,-1.7,0.5,-1.2,-0.035,,-3.5,-1.9,-5.4,-1.5,poolejo01
390,Craig Porter Jr.,PG,23,CLE,36,498,15.6,0.555,0.119,0.273,3.4,15,9.3,27,1.8,2.1,14.7,20.2,,0.4,0.8,1.2,0.119,,-1,1.7,0.7,0.3,portecr01
391,Jontay Porter,PF,24,TOR,18,228,13.6,0.492,0.535,0.169,8,18.6,13.2,18.1,2.5,4.2,12.6,16.3,,0.1,0.3,0.4,0.088,,-1.6,1.5,-0.1,0.1,portejo01
392,Michael Porter Jr.,SF,25,DEN,60,1905,15.5,0.599,0.521,0.098,4.9,19.8,12.5,6.6,0.8,2,7.5,20.5,,2.2,2.2,4.5,0.112,,1.2,-1.2,0,1,portemi01
393,Otto Porter Jr.,SF,30,TOR,15,174,8.7,0.568,0.697,0.091,3.7,14.8,9.1,5.7,1.4,2.5,5.5,8.9,,0.1,0.1,0.3,0.079,,-3.6,0.4,-3.1,-0.1,porteot01
394,Bobby Portis,PF,28,MIL,61,1458,16.5,0.572,0.291,0.157,7.8,23.5,15.9,7.2,1.5,1.4,7.8,21.9,,1.5,1.9,3.3,0.11,,-0.5,-1,-1.5,0.2,portibo01
395,Kristaps Porziņģis,C,28,BOS,44,1303,23,0.661,0.396,0.441,6.2,18,12.4,9.6,1,5.4,9.4,24.8,,4,2.3,6.2,0.23,,3.5,1.5,4.9,2.3,porzikr01
396,Micah Potter,PF,25,UTA,2,7,1.5,0,1,0,0,62,31.3,0,0,0,0,5.9,,0,0,0,-0.067,,-8.3,-3.4,-11.7,0,pottemi01
397,Dwight Powell,C,32,DAL,50,734,15,0.741,0.021,0.874,12,15.1,13.6,12.7,1.4,2.3,17.6,9.3,,2.1,0.7,2.8,0.18,,-0.6,0.7,0.1,0.4,poweldw01
398,Norman Powell,SG,30,LAC,58,1484,14.1,0.636,0.492,0.205,0.8,10.3,5.7,5.8,1,1.1,7.5,19.9,,2.2,1.1,3.3,0.106,,0.6,-1.1,-0.5,0.6,powelno01
399,Jason Preston,PG,24,UTA,1,1,-11.9,,,,100,0,54.7,0,0,0,100,41.5,,0,0,0,-0.926,,-8,-17.4,-25.4,0,prestja01
400,Joshua Primo,SG,21,LAC,2,10,-12.7,0.333,0.333,0,11.7,0,5.7,0,0,8.9,57.1,30.5,,-0.1,0,-0.1,-0.576,,-16.9,-8.3,-25.1,-0.1,primojo01
401,Taurean Prince,PF,29,LAL,59,1718,8.2,0.564,0.633,0.116,0.9,9.8,5.5,7.4,1.4,1.3,10.1,13.4,,0,1.3,1.3,0.035,,-3.1,-0.2,-3.3,-0.6,princta02
402,Payton Pritchard,PG,26,BOS,60,1232,13.8,0.585,0.669,0.092,4.8,11.2,8.2,17.5,1.1,0.4,8.5,16.1,,2.3,1.4,3.8,0.147,,0.7,0.2,1,0.9,pritcpa01
403,Olivier-Maxence Prosper,PF,21,DAL,33,260,10.4,0.467,0.459,0.459,7.5,18.6,13.1,9.2,0.9,1,5.3,15.4,,0.1,0.2,0.3,0.058,,-2.4,-1.3,-3.8,-0.1,prospol01
404,Trevelin Queen,SG,26,ORL,13,163,8.3,0.462,0.447,0.316,2.1,11.5,6.8,14.6,2.1,2.8,13.9,13.4,,-0.1,0.2,0.2,0.053,,-4.7,1.4,-3.3,0,queentr01
405,Neemias Queta,C,24,BOS,23,283,19.3,0.636,0,0.25,17.6,20.7,19.2,5.3,1.7,4.4,9.2,15,,0.8,0.6,1.4,0.229,,-1,0.6,-0.4,0.1,quetane01
406,Immanuel Quickley,SG-PG,24,TOT,56,1575,16,0.575,0.487,0.246,0.9,12.7,6.7,21.3,1.2,0.5,8.2,23.2,,2.7,1.1,3.8,0.116,,1.7,-0.8,0.9,1.2,quickim01
